time,open,high,low,close,PlotCandle (Цена откр.),PlotCandle (Макс.,PlotCandle (Мин.),PlotCandle (Закрыть),Kernel Regression Estimate,Distance Above Kernel,Distance Below Kernel,Buy,Sell,StopBuy,StopSell,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes
1766725200,88926,88973,88859.2,88893,88926,88973,88859.2,88893,88822.36264462447,,,,,,,90429.36942933181,89834.07709530614,89238.78476128048,88805.84488198908,88372.90500269768,87777.61266867201,87182.32033464634,0,0,0,0,,
1766726100,88893,88900,88793.8,88872.8,88893,88900,88793.8,88872.8,88837.09160551499,,,,,,,90448.71834410848,89853.01851024712,89257.31867638574,88824.08243357747,88390.8461907692,87795.14635690782,87199.44652304646,0,0,0,0,,
1766727000,88872.8,88880,88780,88824.4,88872.8,88880,88780,88824.4,88841.08350147396,,,,,,,90453.83653863984,89858.85502448777,89263.8735103357,88831.15968186148,88398.44585338725,87803.46433923519,87208.48282508312,0,0,0,0,,
1766727900,88824.3,89007,88809.2,88954.7,88824.3,89007,88809.2,88954.7,88861.31961634659,,,,,,,90473.11670123313,89879.1818678847,89285.24703453627,88853.29442846468,88421.3418223931,87827.40698904466,87233.47215569623,0,0,0,0,,
1766728800,88954.7,89110,88954.6,89049.6,88954.7,89110,88954.6,89049.6,88893.13260076116,,,,,,,90501.79406958609,89909.36774167788,89316.94141376969,88886.08590256373,88455.23039135778,87862.80406344958,87270.37773554138,0,0,0,0,,
1766729700,89049.7,89111,88995.1,89034.1,89049.7,89111,88995.1,89034.1,88920.16645322031,,,,,,,90523.7750931173,89933.45399946123,89343.13290580516,88913.80847405529,88484.48404230541,87894.16294864935,87303.84185499327,0,0,0,0,,
1766730600,89034.1,89200,89008.5,89199.8,89034.1,89200,89008.5,89199.8,88968.32638390746,,,,,,,90565.91742631815,89977.69908592083,89389.48074552351,88961.68558887093,88533.89043221834,87945.67209182102,87357.4537514237,0,0,0,0,,
1766731500,89199.8,89199.9,89068.6,89085,89199.8,89199.9,89068.6,89085,88995.98546503004,,,,,,,90587.1206643823,90001.3119708054,89415.50327722849,88989.46059099074,88563.41790475299,87977.60921117608,87391.80051759919,0,0,0,0,,
1766732400,89085,89350,89085,89317.9,89085,89350,89085,89317.9,89053.10757016268,,,,,,,90638.47441333666,90054.45205139098,89470.4296894453,89045.6861534848,88620.9426175243,88036.92025557862,87452.89789363294,0,0,0,0,,
1766733300,89317.9,89557.6,89233.4,89369.9,89317.9,89557.6,89233.4,89369.9,89112.65862837934,,,,,,,90694.93808139124,90111.67368920195,89528.40929701267,89104.21701178409,88680.02472655551,88096.76033436622,87513.49594217693,0,0,0,0,,
1766734200,89370,89377.1,88721.3,88750,89370,89377.1,88721.3,88750,89075.65328088899,,,,89377.1,,,90666.32810080051,90080.6787657569,89495.02943071327,89069.10264159064,88643.175852468,88057.52651742438,87471.87718238076,0,0,0,0,,
1766735100,88750,88776.1,88300.5,88433,88750,88776.1,88300.5,88433,88987.17061186435,,,,,,,90592.81009586943,90002.95563755353,89413.10117923762,88984.11611864425,88555.13105805087,87965.27659973496,87375.42214141907,0,0,0,0,,
1766736000,88433,88865.7,88380,88633,88433,88865.7,88380,88633,88926.45765234831,,,,,,,90550.83832812472,89955.11682597394,89359.39532382315,88926.14332225894,88492.89132069473,87897.16981854395,87301.44831639316,0,0,0,0,,
1766736900,88633,88756.5,88580,88695,88633,88756.5,88580,88695,88877.46563831046,,,,,,,90518.63063369172,89917.64454739506,89316.6584610984,88879.57767106447,88442.49688103054,87841.51079473388,87240.52470843722,0,0,0,0,,
1766737800,88695,88695,88524.3,88600,88695,88695,88524.3,88600,88819.89474577727,,,,,,88524.3,90475.73730940993,89870.3282518393,89264.91919426864,88824.62169785364,88384.32420143863,87778.91514386798,87173.50608629735,0,0,0,0,,
1766738700,88600,88727.3,88562.5,88707.4,88600,88727.3,88562.5,88707.4,88784.93763322769,,,,,,,90451.81028694008,89842.9755913264,89234.14089571271,88791.35202617549,88348.56315663827,87739.72846102458,87130.8937654109,0,0,0,0,,
1766739600,88707.4,88766.1,88607,88651.5,88707.4,88766.1,88607,88651.5,88749.52048241976,,,,,,,90424.16065381009,89812.9639367986,89201.7672197871,88757.26051650601,88312.75381322492,87701.55709621342,87090.36037920193,0,0,0,0,,
1766740500,88651.6,88833.3,88650,88713.3,88651.6,88833.3,88650,88713.3,88730.5058345355,,,,,,,90409.65216137242,89796.95218635995,89184.25221134748,88738.65222952023,88293.05224769298,87680.35227268051,87067.65229766804,0,0,0,0,,
1766741400,88713.3,88755.5,88685.1,88749,88713.3,88755.5,88685.1,88749,88723.21180858593,,,,,,,90402.02149403501,89789.31170423486,89176.6019144347,88730.99479458004,88285.38767472538,87672.67788492522,87059.96809512506,0,0,0,0,,
1766742300,88749.1,88888,88742.1,88783.2,88749.1,88888,88742.1,88783.2,88725.94991745923,,,,,,,90401.44801131217,89789.58429871962,89177.72058612708,88732.72879515069,88287.7370041743,87675.87329158175,87064.00957898921,0,0,0,0,,
1766743200,88782.9,88855.2,88719,88845,88782.9,88855.2,88719,88845,88741.03551905771,,,88719,,,,90410.57952136542,89800.31668025907,89190.05383915271,88746.22631834808,88302.39879754346,87692.1359564371,87081.87311533075,0,0,0,0,,
1766744100,88844.9,88849.4,88652.5,88793.4,88844.9,88849.4,88652.5,88793.4,88750.16395598797,,,,,,,90413.31520229082,89804.85328723108,89196.39137217133,88753.87361576424,88311.35585935715,87702.89394429741,87094.43202923767,0,0,0,0,,
1766745000,88793.4,88793.8,88642.9,88712.7,88793.4,88793.8,88642.9,88712.7,88747.63141444902,,,,,,,90403.80122911192,89797.50549364592,89191.20975817992,88750.26740511373,88309.32505204754,87703.02931658154,87096.73358111554,0,0,0,0,,
1766745900,88712.7,88832.2,88710,88717.5,88712.7,88832.2,88710,88717.5,88745.23005515905,,,,,,,90393.3747432235,89789.68884987207,89186.00295652062,88746.95867044685,88307.91438437309,87704.22849102164,87100.54259767021,0,0,0,0,,
1766746800,88717.4,88722.7,88624.6,88640.1,88717.4,88722.7,88624.6,88640.1,88730.92009423579,,,,,88722.7,,90370.23741523101,89769.67028808617,89169.10316094132,88732.32706847234,88295.55097600336,87694.98384885851,87094.41672171367,0,0,0,0,,
1766747700,88640.1,88651.8,88571.9,88571.9,88640.1,88651.8,88571.9,88571.9,88706.42841558538,,,,88651.8,,,90335.96579204423,89739.06301622745,89142.16024041067,88708.04913072575,88273.93802104083,87677.03524522405,87080.13246940727,0,0,0,0,,
1766748600,88571.9,88632.7,88523.4,88568.9,88571.9,88632.7,88523.4,88568.9,88682.14732026968,,,,,,,90301.3633183247,89708.39996874728,89115.43661916986,88684.19054674993,88252.94447433,87659.98112475258,87067.01777517516,0,0,0,0,,
1766749500,88568.8,88590.6,88500,88507.5,88568.8,88590.6,88500,88507.5,88650.58545765624,,,,,,,90258.96464572256,89670.26483882812,89081.5650319337,88653.41971782866,88225.27440372361,87636.57459682919,87047.87478993475,0,0,0,0,,
1766750400,88507.6,88691.7,88507.5,88661.7,88507.6,88691.7,88507.5,88661.7,88644.1043275497,,,,,,,90241.91104291809,89657.12553288968,89072.34002286127,88647.04147011334,88221.74291736541,87636.957407337,87052.1718973086,0,0,0,0,,
1766751300,88661.7,88678.7,88590.5,88669,88661.7,88678.7,88590.5,88669,88641.67402592323,,,,,,88590.5,90228.141586004,89647.50236337875,89066.8631407535,88644.58006975333,88222.29699875315,87641.6577761279,87061.01855350265,0,0,0,0,,
1766752200,88669,88736,88620,88714.8,88669,88736,88620,88714.8,88648.47642937391,,,,,,,90223.19825636674,89646.72302107199,89070.24778577725,88650.99306919925,88231.73835262125,87655.26311732651,87078.78788203176,0,0,0,0,,
1766753100,88714.8,88732.9,88632.6,88649.6,88714.8,88732.9,88632.6,88649.6,88647.56608585519,,,88632.6,,,,90210.415396454,89638.19751466165,89065.9796328693,88649.82117338397,88233.66271389864,87661.4448321063,87089.22695031394,0,0,0,0,,
1766754000,88649.7,88807.4,88580.9,88807.3,88649.7,88807.4,88580.9,88807.3,88670.63139993,,,,,,,90222.83149190947,89654.12520549484,89085.41891908023,88671.81434714232,88258.20977520442,87689.50348878981,87120.79720237518,0,0,0,0,,
1766754900,88807.4,88814.7,88716.4,88740.1,88807.4,88814.7,88716.4,88740.1,88683.9570891648,,,,,,,90225.49216838658,89660.39149940672,89095.29083042685,88684.30852571421,88273.32622100157,87708.2255520217,87143.12488304183,0,0,0,0,,
1766755800,88740.1,89025.6,88727,88880.9,88740.1,89025.6,88727,88880.9,88716.80065998099,,,,,,,90250.35170642418,89687.66430867625,89124.97691092832,88715.7497125662,88306.52251420409,87743.83511645616,87181.14771870823,0,0,0,0,,
1766756700,88880.9,89037,88865.3,88959.1,88880.9,89037,88865.3,88959.1,88759.07824058615,,,,,89037,,90285.29285561338,89724.70009296678,89164.1073303202,88756.40350294087,88348.69967556154,87788.10691291495,87227.51415026835,0,0,0,0,,
1766757600,88959.2,89017.2,88870.5,88914.7,88959.2,89017.2,88870.5,88914.7,88791.67027425805,,,,,,,90311.22184659535,89752.6284719801,89194.03509736487,88787.78537037197,88381.53564337907,87822.94226876384,87264.3488941486,0,0,0,0,,
1766758500,88914.7,88982.3,88887.3,88940.3,88914.7,88982.3,88887.3,88940.3,88823.81760277644,,,,,,,90336.09754319579,89779.79859046533,89223.49963773489,88818.91858120364,88414.3375246724,87858.03857194196,87301.7396192115,0,0,0,0,,
1766759400,88940.2,89014.8,88225,88362.9,88940.2,89014.8,88225,88362.9,88767.24302893228,,,,89014.8,,,90286.49294616269,89728.31576166322,89170.13857716376,88764.19153389141,88358.24449061906,87800.0673061196,87241.89012162013,0,0,0,0,,
1766760300,88362.9,88399.2,87302.5,87344.4,88362.9,88399.2,87302.5,87344.4,88559.24115077204,,,,,,,90106.53947654812,89540.4925624695,88974.44564839087,88562.77516542461,88151.10468245835,87585.05776837972,87019.0108543011,0,0,1,0,,
1766761200,87344.4,87347,86726.2,86735.1,87344.4,87347,86726.2,86735.1,88265.67026518603,,,,,,,89850.6535821743,89274.20599745144,88697.75841272857,88278.52380565739,87859.28919858621,87282.84161386333,86706.39402914047,0,0,0,0,,
1766762100,86735.1,87078,86619.9,86976.6,86735.1,87078,86619.9,86976.6,88020.71073032277,,,,,,,89644.7653613412,89056.8907818714,88469.01620240162,88041.47105369631,87613.925904991,87026.05132552121,86438.17674605142,0,0,0,0,,
1766763000,86976.5,87138,86866.6,86999.9,86976.5,87138,86866.6,86999.9,87802.03781421176,,,,,,86866.6,89462.51494678244,88863.82398158319,88265.13301638394,87829.72140532994,87394.30979427593,86795.61882907669,86196.92786387744,0,0,0,0,,
1766763900,86999.9,87187.7,86931,87100,86999.9,87187.7,86931,87100,87626.71266587397,,,,,,,89318.98342214976,88710.5021853819,88102.02094861405,87659.48914005561,87216.95733149716,86608.47609472931,85999.99485796146,0,0,0,0,,
1766764800,87100,87232.2,86980,86980,87100,87232.2,86980,86980,87465.1007282666,,,,,,,89184.48091105302,88567.45244349055,87950.42397592808,87501.67599951901,87052.92802310994,86435.89955554747,85818.871087985,0,0,0,0,,
1766765700,86980.1,87285.8,86980,87217.3,86980.1,87285.8,86980,87217.3,87368.88239593428,,,,,,,89109.67334735341,88485.05275464719,87860.43216194095,87406.16263997278,86951.89311800462,86327.27252529838,85702.65193259215,0,0,0,0,,
1766766600,87217.2,87349.1,87120,87234,87217.2,87349.1,87120,87234,87303.04636624297,,,,,,,89059.29081565209,88428.49611057277,87797.70140549346,87338.94161998123,86880.181834469,86249.38712938968,85618.59242431037,0,0,0,0,,
1766767500,87234.1,87262.9,86800.7,86821.7,87234.1,87262.9,86800.7,86821.7,87200.15623605519,,,,,,,88972.5148508657,88335.3420695757,87698.16928828569,87234.77090189296,86771.37251550023,86134.19973421023,85497.02695292022,0,0,0,0,,
1766768400,86821.7,87049,86760.4,86947.1,86821.7,87049,86760.4,86947.1,87134.26781729246,,,,,,,88918.73670509654,88275.9990013911,87633.26129768566,87165.8156949908,86698.37009229594,86055.6323885905,85412.89468488506,0,0,0,0,,
1766769300,86947.1,87284.7,86946.6,87257.5,86947.1,87284.7,86946.6,87257.5,87129.06075103418,,,,,,,88922.5204862082,88274.5968796205,87626.6732730328,87155.45610460537,86684.23893617795,86036.31532959024,85388.39172300254,0,0,0,0,,
1766770200,87257.4,87437.2,87165.6,87344.8,87257.4,87437.2,87165.6,87344.8,87147.94575711874,,,87165.6,,,,88947.85683211111,88295.45800870049,87643.05918528988,87168.58731371853,86694.11544214717,86041.71661873657,85389.31779532594,0,0,0,0,,
1766771100,87344.7,87422.5,87230,87288.6,87344.7,87422.5,87230,87288.6,87165.41956300708,,,,,,,88969.16565425094,88313.42154792891,87657.67744160688,87180.77263700904,86703.8678324112,86048.12372608916,85392.37961976713,0,0,0,0,,
1766772000,87288.5,87346.1,87182.1,87295.6,87288.5,87346.1,87182.1,87295.6,87186.84266387671,,,,,,,88991.62078767752,88333.74042251619,87675.86005735486,87197.40160996481,86718.94316257477,86061.06279741344,85403.18243225211,0,0,0,0,,
1766772900,87295.6,87339.8,87175.3,87175.3,87295.6,87339.8,87175.3,87175.3,87190.92010685006,,,,,,,88995.0173608476,88336.08201091865,87677.14666098967,87197.92095195042,86718.69524291117,86059.7598929822,85400.82454305324,0,0,0,0,,
1766773800,87175.3,87280.5,87170,87179.1,87175.3,87280.5,87170,87179.1,87194.20982897679,,,,,87280.5,,88994.87755245002,88336.17851313855,87677.47947382707,87198.4256270551,86719.37178028312,86060.67274097164,85401.97370166017,0,0,0,0,,
1766774700,87179,87308.2,87090,87232.5,87179,87308.2,87090,87232.5,87203.51899883227,,,,,,,89000.10894083817,88342.08065719117,87684.05237354415,87205.4863490736,86726.92032460305,86068.89204095604,85410.86375730904,0,0,0,0,,
1766775600,87232.5,87340.1,87201.9,87272.1,87232.5,87340.1,87201.9,87272.1,87216.78426346085,,,,,,,89007.63077088696,88351.07924540297,87694.527719919,87217.0357013852,86739.5436828514,86082.99215736744,85426.44063188345,0,0,0,0,,
1766776500,87272,87364.6,87200,87318,87272,87364.6,87200,87318,87234.91559371953,,,,,,,89019.06207980757,88364.48160651466,87709.90113322176,87233.84260719056,86757.78408115935,86103.20360786645,85448.62313457354,0,0,0,0,,
1766777400,87318,87428,87311,87427.9,87318,87428,87311,87427.9,87267.14716418384,,,,,,,89042.73319838666,88390.80102095014,87738.86884351361,87264.7363508325,86790.6038581514,86138.67168071488,85486.73950327835,0,0,0,0,,
1766778300,87427.9,87555,87377.5,87453.7,87427.9,87555,87377.5,87453.7,87300.79206497206,,,,,,,89067.5908494477,88418.47599211107,87769.36113477443,87297.27760216597,86825.1940695575,86176.07921222087,85526.96435488423,0,0,0,0,,
1766779200,87453.7,87523.7,87346.5,87483.5,87453.7,87523.7,87346.5,87483.5,87335.71761961337,,,,,,,89093.66681464991,88447.44665479087,87801.22649493182,87331.24819685251,86861.2698987732,86215.04973891415,85568.8295790551,0,0,0,0,,
1766780100,87483.5,87598.9,87454.7,87560.1,87483.5,87598.9,87454.7,87560.1,87378.05638572847,,,,,,,89126.44402590266,88483.34108525697,87840.23814461127,87372.52691505077,86904.81568549026,86261.71274484457,85618.60980419887,0,0,0,0,,
1766781000,87560.1,87640.9,87522,87640.8,87560.1,87640.9,87522,87640.8,87427.68325168917,,,,,,,89165.483916102,88525.82980405435,87886.17569200667,87420.97270142655,86955.76971084643,86316.11559879876,85676.4614867511,0,0,0,0,,
1766781900,87640.9,87750,87521.7,87547.7,87640.9,87750,87521.7,87547.7,87458.44731032324,,,,,,,89187.4977890236,88550.86627660043,87914.23476417725,87451.23002786949,86988.22529156173,86351.59377913855,85714.96226671537,0,0,0,0,,
1766782800,87547.7,87657.9,87500,87612.4,87547.7,87657.9,87500,87612.4,87492.92597798216,,,,,,,89213.21119855031,88579.61014101657,87946.00908348282,87485.20831436737,87024.40754525192,86390.80648771816,85757.20543018442,0,0,0,0,,
1766783700,87612.4,87617.4,87493,87535.9,87612.4,87617.4,87493,87535.9,87510.6331470529,,,,,,,89222.22611661161,88591.87038105879,87961.51464550597,87503.07411055847,87044.63357561098,86414.27784005816,85783.92210450534,0,0,0,0,,
1766784600,87535.9,87535.9,87426.4,87458.2,87535.9,87535.9,87426.4,87458.2,87511.83570538586,,,,,,,89214.58361680062,88587.77129325597,87960.95896971133,87505.09546167885,87049.23195364638,86422.41963010174,85795.60730655708,0,0,0,0,,
1766785500,87458.1,87509.6,87402.6,87429.3,87458.1,87509.6,87402.6,87429.3,87504.75199496505,,,,,,,89198.22998889601,88575.25204438655,87952.27409987708,87499.19923114292,87046.12436240877,86423.14641789929,85800.16847338983,0,0,0,0,,
1766786400,87429.2,87551.9,87420.5,87420.5,87429.2,87551.9,87420.5,87420.5,87493.78581394823,,,,87551.9,,,89177.87956480714,88558.83695502988,87939.79434525262,87489.5815381419,87039.36873103117,86420.32612125391,85801.28351147665,0,0,0,0,,
1766787300,87420.6,87485.4,87350,87385.5,87420.6,87485.4,87350,87385.5,87476.58364195684,,,,,,,89151.3652026295,88536.2990971227,87921.23299161589,87473.91218761094,87026.59138360599,86411.52527809919,85796.45917259238,0,0,0,0,,
1766788200,87385.6,87481.2,87266.6,87366.6,87385.6,87481.2,87266.6,87366.6,87456.81366350547,,,,,,,89123.65489108139,88512.06251480905,87900.47013853672,87455.67568306593,87010.88122759513,86399.28885132281,85787.69647505047,0,0,0,0,,
1766789100,87366.6,87505.5,87269.9,87505.4,87366.6,87505.5,87269.9,87505.4,87458.56710466351,,,,,,,89118.44680738037,88509.68153301073,87900.91625864108,87458.17787728134,87015.4394959216,86406.67422155195,85797.90894718231,0,0,0,0,,
1766790000,87505.4,87508.2,87429.9,87440.6,87505.4,87508.2,87429.9,87440.6,87452.58058218214,,,,,,87429.9,89104.45590969168,88498.91109918844,87893.3662886852,87452.97006286465,87012.57383704411,86407.02902654087,85801.48421603763,0,0,0,0,,
1766790900,87440.6,87500,87404.9,87407.9,87440.6,87500,87404.9,87407.9,87443.37404004896,,,,,,,89086.3205217841,88484.29081751363,87882.26111324313,87444.42132831915,87006.58154339516,86404.55183912467,85802.5221348542,0,0,0,0,,
1766791800,87407.8,87435.3,87293.8,87321.4,87407.8,87435.3,87293.8,87321.4,87423.03353249881,,,,,,,89057.21771735484,88458.69349591457,87860.1692744743,87424.87893160866,86989.58858874302,86391.06436730275,85792.54014586248,0,0,0,0,,
1766792700,87321.4,87369,87286.9,87318.2,87321.4,87369,87286.9,87318.2,87403.83976119223,,,,,,,89028.04471461962,88433.39225366479,87838.73979270995,87406.26527565188,86973.79075859381,86379.13829763897,85784.48583668414,0,0,0,0,,
1766793600,87318.3,87366.6,87229.4,87282.1,87318.3,87366.6,87229.4,87282.1,87381.3262354768,,,,,,,88995.55196383291,88404.75671289788,87813.96146196284,87384.29218855554,86954.62291514824,86363.8276642132,85773.03241327817,0,0,0,0,,
1766794500,87282.1,87317.7,87203,87273.9,87282.1,87317.7,87203,87273.9,87359.89497808008,,,,,,,88963.73601986202,88376.90344486473,87790.07086986743,87363.28354259666,86936.4962153259,86349.6636403286,85762.83106533131,0,0,0,0,,
1766795400,87274,87361.8,87271.5,87347.9,87274,87361.8,87271.5,87347.9,87351.85241925737,,,,,,,88944.20989721341,88361.57573722582,87778.94157723822,87355.20764270179,86931.47370816536,86348.83954817776,85766.20538819017,0,0,0,0,,
1766796300,87347.9,87377.5,87338,87360,87347.9,87377.5,87338,87360,87348.16436683916,,,,,,,88927.41169483187,88349.50751205315,87771.60332927444,87351.30937816265,86931.01542705086,86353.11124427215,85775.20706149343,0,0,0,0,,
1766797200,87359.9,87365.7,87311.5,87357.3,87359.9,87365.7,87311.5,87357.3,87346.25570488685,,,,,,,88911.24109487874,88338.45488806817,87765.6686812576,87349.09689448627,86932.52510771494,86359.73890090437,85786.9526940938,0,0,0,0,,
1766798100,87357.3,87357.3,87285.6,87343,87357.3,87357.3,87285.6,87343,87343.90430962312,,,,,,,88894.00845208233,88326.55689542374,87759.10533876515,87346.4132975589,86933.72125635266,86366.26969969406,85798.81814303547,0,0,0,0,,
1766799000,87342.9,87452.7,87342.9,87392.2,87342.9,87452.7,87342.9,87392.2,87349.8638182799,,,,,,,88885.04917212146,88322.84374846783,87760.6383248142,87351.76165306609,86942.88498131798,86380.67955766435,85818.47413401071,0,0,0,0,,
1766799900,87392.1,87444.8,87369.7,87431.6,87392.1,87444.8,87369.7,87431.6,87362.1617213826,,,87369.7,,,,88881.99005698069,88325.12055131648,87768.25104565224,87363.2550415328,86958.25903741336,86401.38953174913,85844.52002608491,0,0,0,0,,
1766800800,87431.6,87459.2,87341.1,87432.9,87431.6,87459.2,87341.1,87432.9,87374.54878830502,,,,,,,88879.66538121089,88327.90446023279,87776.14353925468,87374.86286945242,86973.58219965016,86421.82127867205,85870.06035769396,0,0,0,0,,
1766801700,87432.9,87433,87370.8,87404.3,87432.9,87433,87370.8,87404.3,87382.0082786557,,,,,,,88872.30977122468,88325.77036900276,87779.23096678083,87381.7477651649,86984.26456354896,86437.72516132703,85891.18575910511,0,0,0,0,,
1766802600,87404.2,87418.1,87372.5,87418.1,87404.2,87418.1,87372.5,87418.1,87390.3258482723,,,,,,,88865.31938727104,88324.20409882859,87783.08881038614,87389.55041879164,86996.01202719714,86454.89673875469,85913.78145031224,0,0,0,0,,
1766803500,87418,87425.8,87391.5,87410.7,87418,87425.8,87391.5,87410.7,87396.25983056407,,,,,87425.8,,88855.42489547699,88319.9881105904,87784.55132570384,87395.14275487725,87005.73418405066,86470.29739916409,85934.86061427751,0,0,0,0,,
1766804400,87410.6,87445.9,87338.7,87339.9,87410.6,87445.9,87338.7,87339.9,87390.56423906695,,,,,,,88835.02669022664,88305.02213529035,87775.01758035403,87389.55972221853,87004.10186408303,86474.09730914672,85944.09275421042,0,0,0,0,,
1766805300,87339.9,87385.6,87339.9,87385.5,87339.9,87385.6,87339.9,87385.5,87390.51894632008,,,,,,,88819.83980944892,88295.4010328222,87770.96225619549,87389.55223683061,87008.14221746573,86483.70344083902,85959.2646642123,0,0,0,0,,
1766806200,87385.5,87477.5,87385.5,87464.7,87385.5,87477.5,87385.5,87464.7,87401.4598782203,,,,,,,88815.89711709988,88296.83788470361,87777.77865230733,87400.28102874641,87022.78340518549,86503.72417278921,85984.66494039293,0,0,0,0,,
1766807100,87464.6,87493.4,87455,87473.4,87464.6,87493.4,87455,87473.4,87413.1726547903,,,,,,,88812.34173357302,88298.8106382846,87785.2795429962,87411.80238278644,87038.32522257668,86524.79412728827,86011.26303199986,0,0,0,0,,
1766808000,87473.4,87482,87434.1,87450.5,87473.4,87482,87434.1,87450.5,87420.81784151052,,,,,,,88804.66532674496,88296.73399648245,87788.80266621996,87419.39806239269,87049.99345856543,86542.06212830293,86034.13079804042,0,0,0,0,,
1766808900,87450.5,87459,87415.2,87426.2,87450.5,87459,87415.2,87426.2,87423.99944955973,,,,,,,88792.43777727788,88290.18673114773,87787.93568501757,87422.66219692292,87057.38870882826,86555.13766269811,86052.88661656795,0,0,0,0,,
1766809800,87426.1,87460.1,87413.1,87460.1,87426.1,87460.1,87413.1,87460.1,87431.17939095061,,,,,,,88783.96781220347,88287.43679571754,87790.90577923163,87429.79231269642,87068.6788461612,86572.14782967529,86075.61681318936,0,0,0,0,,
1766810700,87460.1,87460.1,87423,87428,87460.1,87460.1,87423,87428,87432.75741403057,,,,,,,88769.82947726724,88279.10153465607,87788.37359204493,87431.48054287318,87074.58749370143,86583.85955109028,86093.13160847912,0,0,0,0,,
1766811600,87427.9,87443.3,87400,87423.2,87427.9,87443.3,87400,87423.2,87432.7689038474,,,,,,,88754.11727579433,88269.21261232276,87784.3079488512,87431.65001178098,87078.99207471075,86594.08741123919,86109.18274776763,0,0,0,0,,
1766812500,87423.2,87428,87404.2,87414.6,87423.2,87428,87404.2,87414.6,87430.8692167736,,,,87428,,,88736.21792775815,88257.26109733053,87778.30426690291,87429.97202659192,87081.63978628092,86602.6829558533,86123.72612542569,0,0,0,0,,
1766813400,87414.5,87473.2,87414.5,87462.1,87414.5,87473.2,87414.5,87462.1,87435.48789179693,,,,,,,88724.9849630269,88251.84996095512,87778.71495888333,87434.61677555839,87090.51859223345,86617.38359016165,86144.24858808987,0,0,0,0,,
1766814300,87462.1,87474,87441.9,87466.2,87462.1,87474,87441.9,87466.2,87440.43070286143,,,,,,,88713.99367595084,88246.70822758303,87779.42277921524,87439.57881676593,87099.73485431663,86632.44940594884,86165.16395758103,0,0,0,0,,
1766815200,87466.1,87526.5,87430,87491.1,87466.1,87526.5,87430,87491.1,87448.67194792636,,,87430,,,,88707.29867098319,88245.45701045117,87783.61534991914,87447.73050589584,87111.84566187255,86650.00400134052,86188.1623408085,0,0,0,0,,
1766816100,87491.1,87491.2,87400,87427.6,87491.1,87491.2,87400,87427.6,87447.18390802768,,,,,,,88692.16553187047,88235.39592709327,87778.62632231606,87446.43024611447,87114.23416991287,86657.46456513567,86200.69496035847,0,0,0,0,,
1766817000,87427.5,87431.8,87374.5,87414.3,87427.5,87431.8,87374.5,87414.3,87443.24951283379,,,,87431.8,,,88675.01409390866,88223.1788804066,87771.34366690456,87442.73623890307,87114.12881090159,86662.29359739955,86210.4583838975,0,0,0,0,,
1766817900,87414.3,87431.3,87396.2,87426.8,87414.3,87431.3,87396.2,87426.8,87440.84626337113,,,,,,,88659.264656318,88212.38867655635,87765.51269679469,87440.51198424074,87115.5112716868,86668.63529192514,86221.75931216349,0,0,0,0,,
1766818800,87426.8,87514.4,87426.8,87510.1,87426.8,87514.4,87426.8,87510.1,87450.51056626017,,,,,,,88656.03080266793,88213.81239555034,87771.59398843277,87449.98060143816,87128.36721444355,86686.14880732598,86243.9304002084,0,0,0,0,,
1766819700,87510.1,87669.7,87490.8,87552.1,87510.1,87669.7,87490.8,87552.1,87466.15467310189,,,,,,,88660.97032118494,88222.53479693833,87784.09927269173,87465.23707323967,87146.3748737876,86707.939349541,86269.50382529439,0,0,0,0,,
1766820600,87552.1,87552.2,87482.2,87504.2,87552.1,87552.2,87482.2,87504.2,87474.24138885183,,,87482.2,,,,88658.91444024735,88224.1359658704,87789.35749149347,87473.15496467389,87156.9524378543,86722.17396347737,86287.39548910043,0,0,0,0,,
1766821500,87504.2,87509,87471.6,87490.9,87504.2,87509,87471.6,87490.9,87479.42954881313,,,,,,,88653.69285218087,88222.69936852554,87791.70588487021,87478.25607857543,87164.80627228065,86733.81278862532,86302.81930496999,0,0,0,0,,
1766822400,87490.9,87566.9,87490.9,87512.8,87490.9,87566.9,87490.9,87512.8,87486.73604425548,,,,,,,88650.78631942495,88223.48363239014,87796.18094535533,87485.41535478456,87174.6497642138,86747.34707717899,86320.04439014418,0,0,0,0,,
1766823300,87512.9,87634.9,87512.8,87563.7,87512.9,87634.9,87512.8,87563.7,87500.34986005594,,,87512.8,,,,88655.02783057746,88231.04298198217,87807.05813338689,87498.70551622669,87190.35289906649,86766.36805047121,86342.38320187593,0,0,0,0,,
1766824200,87563.8,87600,87547.5,87568.6,87563.8,87600,87547.5,87568.6,87513.41766543932,,,,,,,88658.48963397816,88237.92364180207,87817.35764962598,87511.49147349791,87205.62529736984,86785.05930519375,86364.49331301767,0,0,0,0,,
1766825100,87568.5,87568.6,87539.9,87545.6,87568.5,87568.6,87539.9,87545.6,87521.65330825784,,,,,,,88656.56916813101,88239.68939500247,87822.80962187392,87519.62433232588,87216.43904277784,86799.5592696493,86382.67949652075,0,0,0,0,,
