time,open,high,low,close,PlotCandle (Цена откр.),PlotCandle (Макс.,PlotCandle (Мин.),PlotCandle (Закрыть),Kernel Regression Estimate,Distance Above Kernel,Distance Below Kernel,Buy,Sell,StopBuy,StopSell,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes
1763682300,87010.9,87046.9,86522.4,86601.3,87010.9,87046.9,86522.4,86601.3,,,,,,,,,,,,,,,,,,,,
1763683200,86601.4,87248.9,86552,87241.6,86601.4,87248.9,86552,87241.6,,,,,,,,,,,,,,,,,,,,
1763684100,87241.5,87374,87024.6,87235.2,87241.5,87374,87024.6,87235.2,,,,,,,,,,,,,,,,,,,,
1763685000,87235.1,87465.4,86988.9,87187.2,87235.1,87465.4,86988.9,87187.2,,,,,,,,,,,,,,,,,,,,
1763685900,87187.1,87400,87155,87249.9,87187.1,87400,87155,87249.9,,,,,,,,,,,,,,,,,,,,
1763686800,87249.9,87438,87054.2,87117.8,87249.9,87438,87054.2,87117.8,,,,,,,,,,,,,,,,,,,,
1763687700,87117.7,87370.5,86800,87249.3,87117.7,87370.5,86800,87249.3,,,,,,,,,,,,,,,,,,,,
1763688600,87249.2,87299,86880,87203.6,87249.2,87299,86880,87203.6,,,,,,,,,,,,,,,,,,,,
1763689500,87203.6,87300,86959.6,87017.4,87203.6,87300,86959.6,87017.4,,,,,,,,,,,,,,,,,,,,
1763690400,87017.4,87038,86367.3,86405.3,87017.4,87038,86367.3,86405.3,,,,,,,,,,,,,,,,,,,,
1763691300,86405.3,86763.8,86136,86454.9,86405.3,86763.8,86136,86454.9,,,,,,,,,,,,,,,,,,,,
1763692200,86454.9,86633,85768.3,85848,86454.9,86633,85768.3,85848,,,,,,,,,,,,,,,,,,,,
1763693100,85847.9,86225.2,85288,85396.4,85847.9,86225.2,85288,85396.4,,,,,,,,,,,,,,,,,,,,
1763694000,85396.3,86030.5,85394.9,85745.6,85396.3,86030.5,85394.9,85745.6,,,,,,,,,,,,,,,,,,,,
1763694900,85745.5,85943.1,85400,85657.4,85745.5,85943.1,85400,85657.4,,,,,,,,,,,,,,,,,,,,
1763695800,85657.3,86109,85543,86023.7,85657.3,86109,85543,86023.7,,,,,,,,,,,,,,,,,,,,
1763696700,86023.8,86100,85778.5,85782.5,86023.8,86100,85778.5,85782.5,,,,,,,,,,,,,,,,,,,,
1763697600,85782.4,85862,85578.6,85670.1,85782.4,85862,85578.6,85670.1,,,,,,,,,,,,,,,,,,,,
1763698500,85670.2,85868.1,85568,85818.3,85670.2,85868.1,85568,85818.3,,,,,,,,,,,,,,,,,,,,
1763699400,85818.4,85970.9,85347.9,85843.2,85818.4,85970.9,85347.9,85843.2,,,,,,,,,,,,,,,,,,,,
1763700300,85843.2,86094,85670.5,86016.6,85843.2,86094,85670.5,86016.6,,,,,,,,,,,,,,,,,,,,
1763701200,86016.7,86217.7,85920.1,86170.1,86016.7,86217.7,85920.1,86170.1,,,,,,,,,,,,,,,,,,,,
1763702100,86170,86313.2,86091.3,86171,86170,86313.2,86091.3,86171,,,,,,,,,,,,,,,,,,,,
1763703000,86170.9,86270.7,85794,86018.5,86170.9,86270.7,85794,86018.5,,,,,,,,,,,,,,,,,,,,
1763703900,86018.5,86178.8,85926.7,86148.2,86018.5,86178.8,85926.7,86148.2,,,,,,,,,,,,,,,,,,,,
1763704800,86148.3,86219.4,85771.1,85934.6,86148.3,86219.4,85771.1,85934.6,,,,,,,,,,,,,,,,,,,,
1763705700,85934.5,85940,85554.6,85594.4,85934.5,85940,85554.6,85594.4,,,,,,,,,,,,,,,,,,,,
1763706600,85594.3,85811.2,85501,85631.1,85594.3,85811.2,85501,85631.1,,,,,,,,,,,,,,,,,,,,
1763707500,85631.2,85699.9,85503.4,85541.3,85631.2,85699.9,85503.4,85541.3,,,,,,,,,,,,,,,,,,,,
1763708400,85541.4,85734.8,85408,85486.8,85541.4,85734.8,85408,85486.8,,,,,,,,,,,,,,,,,,,,
1763709300,85486.9,85495.1,85101,85175.9,85486.9,85495.1,85101,85175.9,,,,,,,,,,,,,,,,,,,,
1763710200,85175.8,85278.2,81111,84321.2,85175.8,85278.2,81111,84321.2,,,,,,,,,,,,,,,,,,,,
1763711100,84321.3,84352,83750,84006.7,84321.3,84352,83750,84006.7,,,,,,,,,,,,,,,,,,,,
1763712000,84006.7,84667.1,83638.7,84457.2,84006.7,84667.1,83638.7,84457.2,,,,,,,,,,,,,,,,,,,,
1763712900,84456.8,84665.6,84152.9,84192.5,84456.8,84665.6,84152.9,84192.5,,,,,,,,,,,,,,,,,,,,
1763713800,84192.4,84400,83713.4,83769.6,84192.4,84400,83713.4,83769.6,,,,,,,,,,,,,,,,,,,,
1763714700,83769.6,83961.3,83550.6,83609.6,83769.6,83961.3,83550.6,83609.6,,,,,,,,,,,,,,,,,,,,
1763715600,83609.6,83958.8,83559.5,83677.4,83609.6,83958.8,83559.5,83677.4,,,,,,,,,,,,,,,,,,,,
1763716500,83677.5,83743.5,83019.8,83043.9,83677.5,83743.5,83019.8,83043.9,,,,,,,,,,,,,,,,,,,,
1763717400,83043.8,83210.5,82431.1,82619.6,83043.8,83210.5,82431.1,82619.6,,,,,,,,,,,,,,,,,,,,
1763718300,82619.6,82730.1,82074.3,82188.7,82619.6,82730.1,82074.3,82188.7,,,,,,,,,,,,,,,,,,,,
1763719200,82188.7,82470.9,81690.7,82070.3,82188.7,82470.9,81690.7,82070.3,,,,,,,,,,,,,,,,,,,,
1763720100,82070.3,82457.9,81601.7,82033.3,82070.3,82457.9,81601.7,82033.3,,,,,,,,,,,,,,,,,,,,
1763721000,82033.3,82881.9,82017.6,82525.6,82033.3,82881.9,82017.6,82525.6,,,,,,,,,,,,,,,,,,,,
1763721900,82525.6,82776.2,82325.8,82673.1,82525.6,82776.2,82325.8,82673.1,,,,,,,,,,,,,,,,,,,,
1763722800,82673.1,83332.8,82579.3,83049.3,82673.1,83332.8,82579.3,83049.3,,,,,,,,,,,,,,,,,,,,
1763723700,83049.3,83198.6,82807.9,82892.6,83049.3,83198.6,82807.9,82892.6,,,,,,,,,,,,,,,,,,,,
1763724600,82892.6,83073.3,82333.3,82485.5,82892.6,83073.3,82333.3,82485.5,,,,,,,,,,,,,,,,,,,,
1763725500,82485.5,82493.2,82157.7,82279.1,82485.5,82493.2,82157.7,82279.1,,,,,,,,,,,,,,,,,,,,
1763726400,82279.2,82422.2,81900,82277.9,82279.2,82422.2,81900,82277.9,,,,,,,,,,,,,,,,,,,,
1763727300,82277.9,82277.9,80600,80920.1,82277.9,82277.9,80600,80920.1,,,,,,,,,,,,,,,,,,,,
1763728200,80925.2,82999.6,80925.1,82968,80925.2,82999.6,80925.1,82968,,,,,,,,,,,,,,,,,,,,
1763729100,82968,83569.2,82951.7,83240.1,82968,83569.2,82951.7,83240.1,,,,,,,,,,,,,,,,,,,,
1763730000,83240.1,83846.1,83060.3,83775.7,83240.1,83846.1,83060.3,83775.7,,,,,,,,,,,,,,,,,,,,
1763730900,83775.7,84315.2,83343.7,83384.5,83775.7,84315.2,83343.7,83384.5,,,,,,,,,,,,,,,,,,,,
1763731800,83384.6,84145.1,83234.3,84106.6,83384.6,84145.1,83234.3,84106.6,,,,,,,,,,,,,,,,,,,,
1763732700,84106.6,84384.6,83996.5,84065.2,84106.6,84384.6,83996.5,84065.2,,,,,,,,,,,,,,,,,,,,
1763733600,84065.3,84172.9,83699.9,83780.9,84065.3,84172.9,83699.9,83780.9,,,,,,,,,,,,,,,,,,,,
1763734500,83780.9,83798,83508.7,83647.5,83780.9,83798,83508.7,83647.5,,,,,,,,,,,,,,,,,,,,
1763735400,83647.4,85250.7,83542.9,84868,83647.4,85250.7,83542.9,84868,,,,,,,,,,,,,,,,,,,,
1763736300,84868.1,85449.2,84195.1,84801,84868.1,85449.2,84195.1,84801,,,,,,,,,,,,,,,,,,,,
1763737200,84801,85063.5,84001.1,84136.5,84801,85063.5,84001.1,84136.5,,,,,,,,,,,,,,,,,,,,
1763738100,84136.4,84307.2,83560.9,83594,84136.4,84307.2,83560.9,83594,,,,,,,,,,,,,,,,,,,,
1763739000,83594.1,83835.7,82759,83205.4,83594.1,83835.7,82759,83205.4,,,,,,,,,,,,,,,,,,,,
1763739900,83205.4,83373,82699.9,82905.1,83205.4,83373,82699.9,82905.1,,,,,,,,,,,,,,,,,,,,
1763740800,82905,83085.8,82300,82901.2,82905,83085.8,82300,82901.2,,,,,,,,,,,,,,,,,,,,
1763741700,82901.2,83337.7,82513.2,83257.2,82901.2,83337.7,82513.2,83257.2,,,,,,,,,,,,,,,,,,,,
1763742600,83257.2,83783.9,82913.5,83339.3,83257.2,83783.9,82913.5,83339.3,,,,,,,,,,,,,,,,,,,,
1763743500,83339.4,84900.1,83100,84883.1,83339.4,84900.1,83100,84883.1,,,,,,,,,,,,,,,,,,,,
1763744400,84883,85500,84524.5,85106,84883,85500,84524.5,85106,,,,,,,,,,,,,,,,,,,,
1763745300,85106,85548.4,84902.2,85162.9,85106,85548.4,84902.2,85162.9,,,,,,,,,,,,,,,,,,,,
1763746200,85162.9,85449.9,84941.1,85142.4,85162.9,85449.9,84941.1,85142.4,,,,,,,,,,,,,,,,,,,,
1763747100,85142.4,85346.8,84742.6,84842.7,85142.4,85346.8,84742.6,84842.7,,,,,,,,,,,,,,,,,,,,
1763748000,84842.8,84918.6,83504,83630.3,84842.8,84918.6,83504,83630.3,,,,,,,,,,,,,,,,,,,,
1763748900,83630.2,84154.4,83250.1,84021.3,83630.2,84154.4,83250.1,84021.3,,,,,,,,,,,,,,,,,,,,
1763749800,84021.3,84544.5,83932.6,84487,84021.3,84544.5,83932.6,84487,,,,,,,,,,,,,,,,,,,,
1763750700,84487.1,85055.6,84354.9,84534.2,84487.1,85055.6,84354.9,84534.2,,,,,,,,,,,,,,,,,,,,
1763751600,84534.2,84852,84395.9,84517.7,84534.2,84852,84395.9,84517.7,,,,,,,,,,,,,,,,,,,,
1763752500,84517.7,84982,84430.1,84848.5,84517.7,84982,84430.1,84848.5,,,,,,,,,,,,,,,,,,,,
1763753400,84848.5,84956,84304.9,84407.8,84848.5,84956,84304.9,84407.8,,,,,,,,,,,,,,,,,,,,
1763754300,84408.1,84419.4,84025.9,84167.2,84408.1,84419.4,84025.9,84167.2,,,,,,,,,,,,,,,,,,,,
1763755200,84167.1,84337.5,83817.8,84172.2,84167.1,84337.5,83817.8,84172.2,,,,,,,,,,,,,,,,,,,,
1763756100,84172.3,84177,83452.8,83501.1,84172.3,84177,83452.8,83501.1,,,,,,,,,,,,,,,,,,,,
1763757000,83501,84231.6,83418.4,84205.8,83501,84231.6,83418.4,84205.8,,,,,,,,,,,,,,,,,,,,
